ID_String,Positive,Negative,Anchor,Cycle_Accuracy,Consistency,Margin_Type
4_2_0110170d83,White541_6.wav,Grey643_1.wav,DBlue52_3.wav,0.650669642857143,1.0,high
1_6_0110173f53,Orange290_4.wav,Pink44_r20_3.wav,DBlue70_7.wav,0.763075164332666,0.7,high
1_4_01101722a6,M1688_5.wav,Orange244_4.wav,M1413_1.wav,0.700475435816165,1.0,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,Orange232_4.wav,0.700475435816165,1.0,high
4_4_011017273f,Yellow14_r27_1.wav,M2212_5.wav,M831_4.wav,0.680972818311874,1.0,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,M542_5.wav,0.701754385964912,1.0,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,M2022_5.wav,0.701754385964912,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M2215_4.wav,0.726094003241491,0.75,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,White600_6.wav,0.71539206195547,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M2024_2.wav,0.726094003241491,1.0,high
1_6_0110173f53,Pink44_r20_3.wav,Orange290_4.wav,Grey642_3.wav,0.763075164332666,0.8,high
1_3_01101707d7,M1171_2.wav,M542_2.wav,M2020_1.wav,0.655524079320113,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M2212_2.wav,0.726094003241491,0.75,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,DBlue70_4.wav,0.700475435816165,1.0,high
4_5_011017500c,Grey640_4.wav,M1874_1.wav,M2213_2.wav,0.71539206195547,0.8,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,Orange244_6.wav,0.701754385964912,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,DBlue53_4.wav,0.726094003241491,1.0,high
4_1_011017500c,White541_1.wav,M1272_3.wav,Grey652_5.wav,0.728116710875332,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,DBlue40_4.wav,0.701754385964912,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,DBlue72_4.wav,0.655524079320113,0.8,high
1_6_0110173f53,Pink44_r20_3.wav,Orange290_4.wav,White541_1.wav,0.763075164332666,0.75,high
4_1_011017500c,White541_1.wav,M1272_3.wav,White53_r0_1.wav,0.728116710875332,1.0,high
4_4_011017273f,Yellow14_r27_1.wav,M2212_5.wav,Grey644_8.wav,0.680972818311874,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,White545_4.wav,0.655524079320113,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,Grey652_4.wav,0.71539206195547,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M1874_3.wav,0.655524079320113,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,M1552_2.wav,0.650669642857143,1.0,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,M1274_3.wav,0.700475435816165,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M2023_2.wav,0.726094003241491,1.0,high
1_4_011016fa6c,M1685_3.wav,M2021_5.wav,White564_2.wav,0.679577464788732,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,M1451_1.wav,0.71539206195547,1.0,high
4_1_011017500c,M1272_3.wav,White541_1.wav,White563_4.wav,0.728116710875332,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M1272_4.wav,0.726094003241491,1.0,high
1_4_01101722a6,M1688_5.wav,Orange244_4.wav,M1315_4.wav,0.700475435816165,1.0,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,Orange244_5.wav,0.700475435816165,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,Orange234_5.wav,0.701754385964912,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,White53_r2_4.wav,0.655524079320113,1.0,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,M1412_1.wav,0.700475435816165,1.0,high
1_6_0110173f53,Pink44_r20_3.wav,Orange290_4.wav,White53_r0_1.wav,0.763075164332666,0.9090909090909092,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,White541_1.wav,0.655524079320113,1.0,high
1_6_0110173f53,Orange290_4.wav,Pink44_r20_3.wav,White607_1.wav,0.763075164332666,0.75,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,White606_2.wav,0.71539206195547,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,Orange300_3.wav,0.655524079320113,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,Grey653_6.wav,0.650669642857143,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,White563_1.wav,0.71539206195547,0.8,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M2020_4.wav,0.655524079320113,0.8,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,White563_4.wav,0.700475435816165,1.0,high
1_6_0110173f53,Orange290_4.wav,Pink44_r20_3.wav,Grey644_5.wav,0.763075164332666,0.7272727272727273,high
1_3_01101707d7,M1171_2.wav,M542_2.wav,Orange243_1.wav,0.655524079320113,0.8,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M1870_6.wav,0.655524079320113,1.0,high
1_4_01101722a6,M1688_5.wav,Orange244_4.wav,DBlue42_2.wav,0.700475435816165,0.75,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M1871_6.wav,0.655524079320113,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,White561_4.wav,0.701754385964912,1.0,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,White561_6.wav,0.701754385964912,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,Yellow14_r25_4.wav,0.726094003241491,0.7142857142857143,high
4_1_011017500c,White541_1.wav,M1272_3.wav,White53_r3_1.wav,0.728116710875332,0.8,high
4_1_011017500c,M1272_3.wav,White541_1.wav,Pink44_r20_3.wav,0.728116710875332,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,M2021_5.wav,0.701754385964912,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,White53_r4_4.wav,0.701754385964912,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,M183Middle7_2.wav,0.650669642857143,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,Pink44_r24_1.wav,0.71539206195547,1.0,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,M1272_4.wav,0.701754385964912,0.8,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,Orange242_3.wav,0.71539206195547,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M1810_5.wav,0.655524079320113,1.0,high
1_6_0110173f53,Orange290_4.wav,Pink44_r20_3.wav,M1273_1.wav,0.763075164332666,0.8,high
4_3_110174443,White561_2.wav,M1811_3.wav,M1813_2.wav,0.726094003241491,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,Orange304_1.wav,0.650669642857143,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,M1315_6.wav,0.726094003241491,0.8333333333333334,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,White53_r3_3.wav,0.655524079320113,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,White543_1.wav,0.71539206195547,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,Grey642_7.wav,0.655524079320113,1.0,high
1_6_0110173f53,Pink44_r20_3.wav,Orange290_4.wav,LBlue370_3.wav,0.763075164332666,1.0,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,M2022_4.wav,0.655524079320113,0.75,high
1_4_011016fa6c,M1685_3.wav,M2021_5.wav,Orange304_1.wav,0.679577464788732,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,White563_1.wav,0.726094003241491,0.7142857142857143,high
1_3_01101707d7,M542_2.wav,M1171_2.wav,DBlue72_7.wav,0.655524079320113,1.0,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,Grey640_7.wav,0.701754385964912,0.8333333333333334,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,DBlue42_2.wav,0.650669642857143,0.75,high
4_3_110174443,White561_2.wav,M1811_3.wav,M540_3.wav,0.726094003241491,0.7142857142857143,high
2_6_0110174fdb,M1811_5.wav,White545_5.wav,M2215_2.wav,0.701754385964912,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,M1412_2.wav,0.71539206195547,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,Pink44_r21_2.wav,0.726094003241491,0.8,high
4_1_011017500c,M1272_3.wav,White541_1.wav,M1686_4.wav,0.728116710875332,1.0,high
1_4_01101722a6,Orange244_4.wav,M1688_5.wav,Orange290_3.wav,0.700475435816165,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,White609_1.wav,0.71539206195547,0.75,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,White561_2.wav,0.650669642857143,1.0,high
1_3_01101707d7,M1171_2.wav,M542_2.wav,M1450_1.wav,0.655524079320113,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,M1873_2.wav,0.650669642857143,1.0,high
4_5_011017500c,M1874_1.wav,Grey640_4.wav,Orange232_1.wav,0.71539206195547,1.0,high
2_6_0110174fdb,White545_5.wav,M1811_5.wav,Orange300_4.wav,0.701754385964912,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,White541_1.wav,0.726094003241491,1.0,high
4_3_110174443,White561_2.wav,M1811_3.wav,Pink44_r23_2.wav,0.726094003241491,1.0,high
4_2_0110170d83,White541_6.wav,Grey643_1.wav,M2024_4.wav,0.650669642857143,1.0,high
4_4_110174443,M542_1.wav,M1316_3.wav,DBlue74_6.wav,0.827586206896552,0.75,high
4_4_1101744,Orange244_1.wav,DBlue44_4.wav,Orange241_1.wav,0.801492537313433,1.0,high
3_4_0110173b5e,White607_5.wav,White607_2.wav,M1313_4.wav,0.825734549138805,0.75,high
1_2_01101750a7,M1450_1.wav,White606_6.wav,Pink44_r23_1.wav,0.850208044382802,1.0,high
1_6_011016fa6c,DBlue44_2.wav,M1273_4.wav,White53_r4_1.wav,0.851512373968836,1.0,high
4_5_110174443,DBlue51_7.wav,LBlue372_6.wav,White561_5.wav,0.791230366492147,1.0,high
1_2_01101722a6,Orange302_3.wav,M1273_3.wav,M2023_6.wav,0.800970873786408,1.0,high
3_4_011016fe39,M183Middle10_3.wav,M1685_2.wav,Pink44_r24_5.wav,0.766758494031221,1.0,high
1_6_011016fa6c,DBlue44_2.wav,M1273_4.wav,White53_r0_4.wav,0.851512373968836,1.0,high
4_5_110174443,DBlue51_7.wav,LBlue372_6.wav,DBlue42_4.wav,0.791230366492147,1.0,high
4_5_1101744,M2020_1.wav,M183Middle8_2.wav,M1684_4.wav,0.850453172205438,1.0,high
4_4_1101744,DBlue44_4.wav,Orange244_1.wav,M2022_2.wav,0.801492537313433,1.0,high
1_6_011016fa6c,DBlue44_2.wav,M1273_4.wav,M2021_5.wav,0.851512373968836,0.75,high
4_4_1101744,Orange244_1.wav,DBlue44_4.wav,M2213_3.wav,0.801492537313433,1.0,high
4_5_1101744,M2020_1.wav,M183Middle8_2.wav,White53_r4_2.wav,0.850453172205438,1.0,high
4_4_1101744,Orange244_1.wav,DBlue44_4.wav,M542_3.wav,0.801492537313433,1.0,high
4_5_110174443,DBlue51_7.wav,LBlue372_6.wav,Grey650_5.wav,0.791230366492147,1.0,high
1_6_011016fa6c,DBlue44_2.wav,M1273_4.wav,M2023_5.wav,0.851512373968836,0.875,high
4_1_01101734c9,DBlue75_4.wav,White563_6.wav,White53_r1_1.wav,0.814250614250614,1.0,high
1_2_01101722a6,Orange302_3.wav,M1273_3.wav,M1313_6.wav,0.800970873786408,1.0,high
1_2_01101750a7,M1450_1.wav,White606_6.wav,M1452_1.wav,0.850208044382802,1.0,high
4_3_1101744,M1273_4.wav,DBlue70_8.wav,LBlue372_6.wav,0.833507853403141,1.0,high
4_1_01101734c9,DBlue75_4.wav,White563_6.wav,M1872_3.wav,0.814250614250614,1.0,high
3_4_0110173b5e,White607_5.wav,White607_2.wav,M1233_4.wav,0.825734549138805,1.0,high
4_4_1101744,Orange244_1.wav,DBlue44_4.wav,M2210_3.wav,0.801492537313433,1.0,high
4_5_011017273f,DBlue52_4.wav,M1500_3.wav,White567_5.wav,0.798387096774194,0.75,high
4_5_110174443,DBlue51_7.wav,LBlue372_6.wav,White563_6.wav,0.791230366492147,1.0,high
4_5_110174443,DBlue51_7.wav,LBlue372_6.wav,Pink44_r20_2.wav,0.791230366492147,1.0,high
1_2_01101750a7,White606_6.wav,M1450_1.wav,M1172_5.wav,0.850208044382802,1.0,high
1_2_01101750a7,White606_6.wav,M1450_1.wav,Grey642_2.wav,0.850208044382802,1.0,high
